LICENSENO,LICENSEDTTM,ISSDTTM,EXPDTTM,LICSTATUS,LICCATDESC,PRIMAPPLICANT,CONTACT,DBANAME,BUSINESSNAME,Manager,TOTALCAPACITY,FEEAMOUNT,CAPACITY,ENDTIME,NUMBEROFUNITS,Neighborhood,CAL_POLICEDISTRICTCODE,CAL_UNITTYPECODE,UnitTypeDescript,TotalEntCapacity,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
CAL-132197,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Paolina Di Pietrantonio,NULL,L'Osteria,"L'Osteria, Inc.",Paolina Di Pietrantonio,78,180,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,78,104,, Salem St,Boston,MA,2113,"(42.364291000, -71.055638000)"
CAL-132198,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Russ Cyr,NULL,Au Bon Pain,ABP Corporation,Russ Cyr,44,0,0,9:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,44,161,209,  Cambridge ST,Boston,MA,2114,"(42.361808000, -71.066609000)"
CAL-132198,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Russ Cyr,NULL,Au Bon Pain,ABP Corporation,Russ Cyr,44,0,44,9:00 PM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,44,161,209,  Cambridge ST,Boston,MA,2114,"(42.361808000, -71.066609000)"
CAL-132199,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Meredith Clancy,NULL,Wagamama,"Wagamama Boston One, LLC",Meredith Clancy,162,0,162,11:00PM,1,Back Bay/South End,D-4,AudioDev,Audio Device,162,800,,  Boylston ST,Boston,MA,2199,"(42.347296000, -71.081457000)"
CAL-132200,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,JAMES ROGERS,NULL,House of Siam on Tremont,House of Siam Inc.,JAMES ROGERS,30,0,30,11:00 PM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,30,592,,  Tremont ST,Roxbury,MA,2118,"(42.342940000, -71.073020000)"
CAL-132201,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,FLORINDO COLELLA,COLELLA,Cantina Italiana,"FFC, Inc.",FLORINDO COLELLA,180,0,0,11:00 PM,3,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,180,344,348,  Hanover ST,Boston,MA,2113,"(42.365030000, -71.053480000)"
CAL-132201,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,FLORINDO COLELLA,COLELLA,Cantina Italiana,"FFC, Inc.",FLORINDO COLELLA,180,400,180,11:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,180,344,348,  Hanover ST,Boston,MA,2113,"(42.365030000, -71.053480000)"
CAL-132201,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,FLORINDO COLELLA,COLELLA,Cantina Italiana,"FFC, Inc.",FLORINDO COLELLA,180,0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,180,344,348,  Hanover ST,Boston,MA,2113,"(42.365030000, -71.053480000)"
CAL-132201,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,FLORINDO COLELLA,COLELLA,Cantina Italiana,"FFC, Inc.",FLORINDO COLELLA,180,0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",180,344,348,  Hanover ST,Boston,MA,2113,"(42.365030000, -71.053480000)"
CAL-132201,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,FLORINDO COLELLA,COLELLA,Cantina Italiana,"FFC, Inc.",FLORINDO COLELLA,180,180,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,180,344,348,  Hanover ST,Boston,MA,2113,"(42.365030000, -71.053480000)"
CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,NULL,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0,842,2:00 AM,5,Back Bay/South End,D-4,InstVocal,Instrumental/Vocal,842,1252,1268,  Boylston ST,Boston,MA,2215,"(42.344737000, -71.095964000)"
CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,NULL,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0,0,2:00 AM,1,Back Bay/South End,D-4,DancingPat,Dancing by Patrons,842,1252,1268,  Boylston ST,Boston,MA,2215,"(42.344737000, -71.095964000)"
CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,NULL,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0,0,2:00 AM,1,Back Bay/South End,D-4,FloorShow,Floor Show,842,1252,1268,  Boylston ST,Boston,MA,2215,"(42.344737000, -71.095964000)"
CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,NULL,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0,0,2:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,842,1252,1268,  Boylston ST,Boston,MA,2215,"(42.344737000, -71.095964000)"
CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,NULL,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0,0,2:00 AM,1,Back Bay/South End,D-4,Radio,Radio,842,1252,1268,  Boylston ST,Boston,MA,2215,"(42.344737000, -71.095964000)"
CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,NULL,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0,0,2:00 AM,1,Back Bay/South End,D-4,Jukebox,Jukebox,842,1252,1268,  Boylston ST,Boston,MA,2215,"(42.344737000, -71.095964000)"
CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,NULL,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0,0,2:00 AM,10,Back Bay/South End,D-4,TV,"Television (under 27"")",842,1252,1268,  Boylston ST,Boston,MA,2215,"(42.344737000, -71.095964000)"
CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,NULL,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0,0,2:00 AM,6,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,842,1252,1268,  Boylston ST,Boston,MA,2215,"(42.344737000, -71.095964000)"
CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,NULL,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0,0,2:00 AM,1,Back Bay/South End,D-4,DVDVCR,DVD/VCR,842,1252,1268,  Boylston ST,Boston,MA,2215,"(42.344737000, -71.095964000)"
CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,NULL,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0,0,2:00 AM,5,Back Bay/South End,D-4,AutoAmuse,Auto Amusement Device/Game,842,1252,1268,  Boylston ST,Boston,MA,2215,"(42.344737000, -71.095964000)"
CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,NULL,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0,0,2:00 AM,1,Back Bay/South End,D-4,DJ,Disc Jockey,842,1252,1268,  Boylston ST,Boston,MA,2215,"(42.344737000, -71.095964000)"
CAL-132202,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Henry Vara III,NULL,Boston Ram Rod,"Saturday Afternoon, Inc.",Henry Vara III,842,0,0,2:00 AM,1,Back Bay/South End,D-4,Karaoke,Karaoke,842,1252,1268,  Boylston ST,Boston,MA,2215,"(42.344737000, -71.095964000)"
CAL-132203,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Todd Moore,Coffee Culture Inc,Cuppa Coffee,Coffee Culture Inc.,Todd Moore,7,0,7,10:30pm,1,Downtown/Charlestown/North End,A-1,Radio,Radio,7,79,,  Merrimac ST,Boston,MA,2114,"(42.363500000, -71.061023000)"
CAL-132203,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Todd Moore,Coffee Culture Inc,Cuppa Coffee,Coffee Culture Inc.,Todd Moore,7,0,0,10:30pm,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,7,79,,  Merrimac ST,Boston,MA,2114,"(42.363500000, -71.061023000)"
CAL-132204,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,GARRETT HARKER,NULL,Island Creek Oyster Bar,"HSB, LLC",GARRETT HARKER,395,0,395,2:00 AM,1,Back Bay/South End,D-4,Radio,Radio,395,498,, Commonwealth Av,Boston,MA,2215,NULL
CAL-132204,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,GARRETT HARKER,NULL,Island Creek Oyster Bar,"HSB, LLC",GARRETT HARKER,395,0,0,2:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,395,498,, Commonwealth Av,Boston,MA,2215,NULL
CAL-132204,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,GARRETT HARKER,NULL,Island Creek Oyster Bar,"HSB, LLC",GARRETT HARKER,395,0,0,2:00 AM,2,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,395,498,, Commonwealth Av,Boston,MA,2215,NULL
CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,NULL,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,1000,480,12:30 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,480,4,,  Columbus AV,Boston,MA,2116,"(42.351222000, -71.068209000)"
CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,NULL,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,0,0,12:30 AM,3,Back Bay/South End,D-4,TV,"Television (under 27"")",480,4,,  Columbus AV,Boston,MA,2116,"(42.351222000, -71.068209000)"
CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,NULL,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,0,0,12:30 AM,2,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,480,4,,  Columbus AV,Boston,MA,2116,"(42.351222000, -71.068209000)"
CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,NULL,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,0,0,12:30 AM,1,Back Bay/South End,D-4,Karaoke,Karaoke,480,4,,  Columbus AV,Boston,MA,2116,"(42.351222000, -71.068209000)"
CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,NULL,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,0,0,12:30 AM,5,Back Bay/South End,D-4,InstVocal,Instrumental/Vocal,480,4,,  Columbus AV,Boston,MA,2116,"(42.351222000, -71.068209000)"
CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,NULL,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,0,0,12:30 AM,1,Back Bay/South End,D-4,DJ,Disc Jockey,480,4,,  Columbus AV,Boston,MA,2116,"(42.351222000, -71.068209000)"
CAL-132205,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,david kososki,NULL,Maggiano's Little Italy,Maggiano's Holding Corp.,david kososki,480,0,0,12:30 AM,1,Back Bay/South End,D-4,DancingPat,Dancing by Patrons,480,4,,  Columbus AV,Boston,MA,2116,"(42.351222000, -71.068209000)"
CAL-132206,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Glen Rochon,NULL,Vineyard Grille,"Logan Airport Partners, LLC",Glen Rochon,113,0,113,2:00am,18,East Boston,A-7,WidescrnTV,Widescreen Television,113,500,,  Logan Airport Terminal E  ,East Boston,MA,2128,NULL
CAL-132206,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Glen Rochon,NULL,Vineyard Grille,"Logan Airport Partners, LLC",Glen Rochon,113,0,0,2:00am,1,East Boston,A-7,Radio,Radio,113,500,,  Logan Airport Terminal E  ,East Boston,MA,2128,NULL
CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,NULL,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0,0,2:00 AM,1,Mattapan/Dorchester,B-3,DancingPat,Dancing by Patrons,498,10,,  Dunbar AV,Dorchester,MA,2124,"(42.286250000, -71.071820000)"
CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,NULL,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0,0,2:00 AM,3,Mattapan/Dorchester,B-3,WidescrnTV,Widescreen Television,498,10,,  Dunbar AV,Dorchester,MA,2124,"(42.286250000, -71.071820000)"
CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,NULL,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0,498,2:00 AM,25,Mattapan/Dorchester,B-3,InstVocal,Instrumental/Vocal,498,10,,  Dunbar AV,Dorchester,MA,2124,"(42.286250000, -71.071820000)"
CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,NULL,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0,0,2:00 AM,1,Mattapan/Dorchester,B-3,DJ,Disc Jockey,498,10,,  Dunbar AV,Dorchester,MA,2124,"(42.286250000, -71.071820000)"
CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,NULL,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0,0,2:00 AM,1,Mattapan/Dorchester,B-3,FloorShow,Floor Show,498,10,,  Dunbar AV,Dorchester,MA,2124,"(42.286250000, -71.071820000)"
CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,NULL,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0,0,2:00 AM,1,Mattapan/Dorchester,B-3,DVDVCR,DVD/VCR,498,10,,  Dunbar AV,Dorchester,MA,2124,"(42.286250000, -71.071820000)"
CAL-132207,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,PAUL LEWIS,NULL,Unity Sports & Cultural Association,"Unity Sports & Cultural Club, Inc.",PAUL LEWIS,498,0,0,2:00 AM,1,Mattapan/Dorchester,B-3,Karaoke,Karaoke,498,10,,  Dunbar AV,Dorchester,MA,2124,"(42.286250000, -71.071820000)"
CAL-132208,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,frank de pasquale,NULL,Il Panino,"Il Panino, Inc.",frank de pasquale,44,0,44,11:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,44,7,11,  Parmenter ST,Boston,MA,2113,"(42.363904000, -71.054768000)"
CAL-132208,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,frank de pasquale,NULL,Il Panino,"Il Panino, Inc.",frank de pasquale,44,0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,44,7,11,  Parmenter ST,Boston,MA,2113,"(42.363904000, -71.054768000)"
CAL-132208,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,frank de pasquale,NULL,Il Panino,"Il Panino, Inc.",frank de pasquale,44,0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,44,7,11,  Parmenter ST,Boston,MA,2113,"(42.363904000, -71.054768000)"
CAL-132208,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,frank de pasquale,NULL,Il Panino,"Il Panino, Inc.",frank de pasquale,44,0,0,11:00 PM,1,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",44,7,11,  Parmenter ST,Boston,MA,2113,"(42.363904000, -71.054768000)"
CAL-132209,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Non-Live Entertainment,Dalvir Singh,NULL,India Samraat Restaurant,"Singh Food, Inc.",Dalvir Singh,50,0,50,11:00 PM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,50,51A,, Massachusetts Av,Boston,MA,2215,NULL
CAL-132209,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Non-Live Entertainment,Dalvir Singh,NULL,India Samraat Restaurant,"Singh Food, Inc.",Dalvir Singh,50,0,0,11:00 PM,1,Back Bay/South End,D-4,Radio,Radio,50,51A,, Massachusetts Av,Boston,MA,2215,NULL
CAL-132209,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Non-Live Entertainment,Dalvir Singh,NULL,India Samraat Restaurant,"Singh Food, Inc.",Dalvir Singh,50,0,0,11:00 PM,1,Back Bay/South End,D-4,TV,"Television (under 27"")",50,51A,, Massachusetts Av,Boston,MA,2215,NULL
CAL-132225,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,"John J Murphy, III",NULL,Hilton Boston Logan,"HLT Logan, LLC","John J Murphy, III",900,0,0,2:00 AM,13,East Boston,A-7,InstVocal,Instrumental/Vocal,900,1,,  Hotel DR,East Boston, ,2128,NULL
CAL-132209,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Non-Live Entertainment,Dalvir Singh,NULL,India Samraat Restaurant,"Singh Food, Inc.",Dalvir Singh,50,180,0,11:00 PM,1,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,50,51A,, Massachusetts Av,Boston,MA,2215,NULL
CAL-132211,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Gildardo Preciado,NULL,Bohemio's Restaurant,Preciado Corporation,Gildardo Preciado,0,360,0,2:00 AM,2,East Boston,A-7,WidescrnTV,Widescreen Television,0,30,,  Bennington ST,East Boston,MA,2128,"(42.375390000, -71.038018000)"
CAL-132211,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Gildardo Preciado,NULL,Bohemio's Restaurant,Preciado Corporation,Gildardo Preciado,0,0,0,2:00 AM,1,East Boston,A-7,CassetteCD,Cassette/CD Player,0,30,,  Bennington ST,East Boston,MA,2128,"(42.375390000, -71.038018000)"
CAL-132212,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Stella Downie,NULL,SkyZone Boston,"Jump City Boston, LLC",Stella Downie,239,0,239,12:00 AM,1,Hyde Park,E-18,CassetteCD,Cassette/CD Player,239,91,,  Sprague ST,Hyde Park,MA,2136,"(42.235160000, -71.140250000)"
CAL-132212,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Stella Downie,NULL,SkyZone Boston,"Jump City Boston, LLC",Stella Downie,239,0,0,12:00 AM,1,Hyde Park,E-18,Radio,Radio,239,91,,  Sprague ST,Hyde Park,MA,2136,"(42.235160000, -71.140250000)"
CAL-132212,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Stella Downie,NULL,SkyZone Boston,"Jump City Boston, LLC",Stella Downie,239,0,0,12:00 AM,4,Hyde Park,E-18,WidescrnTV,Widescreen Television,239,91,,  Sprague ST,Hyde Park,MA,2136,"(42.235160000, -71.140250000)"
CAL-132212,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Stella Downie,NULL,SkyZone Boston,"Jump City Boston, LLC",Stella Downie,239,0,0,12:00 AM,1,Hyde Park,E-18,DVDVCR,DVD/VCR,239,91,,  Sprague ST,Hyde Park,MA,2136,"(42.235160000, -71.140250000)"
CAL-132213,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Monir Saji,NULL,RYO Asian Fusion,RYO Corporation,Monir Saji,20,360,20,2:00 AM,2,East Boston,A-7,WidescrnTV,Widescreen Television,20,300,,  Logan Airport Terminal C  ,East Boston,MA,2128,NULL
CAL-132214,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,KEVIN WALKER,NULL,Simpli Bar & Bites,"Craft Caf, LLC, P.O. Box 301463, Jamaica Plain, MA 02130",KEVIN WALKER,19,0,19,1:00 AM,2,Jamaica Plain,E-13,WidescrnTV,Widescreen Television,19,3840,,  Washington ST,Jamaica Plain,MA,2130,NULL
CAL-132214,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,KEVIN WALKER,NULL,Simpli Bar & Bites,"Craft Caf, LLC, P.O. Box 301463, Jamaica Plain, MA 02130",KEVIN WALKER,19,0,0,1:00 AM,1,Jamaica Plain,E-13,CassetteCD,Cassette/CD Player,19,3840,,  Washington ST,Jamaica Plain,MA,2130,NULL
CAL-132214,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,KEVIN WALKER,NULL,Simpli Bar & Bites,"Craft Caf, LLC, P.O. Box 301463, Jamaica Plain, MA 02130",KEVIN WALKER,19,0,0,1:00 AM,1,Jamaica Plain,E-13,Radio,Radio,19,3840,,  Washington ST,Jamaica Plain,MA,2130,NULL
CAL-132215,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Mary Her,NULL,Starbucks #872,Starbucks Co.,Mary Her,40,0,40,12:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,40,350,,  Newbury ST,Boston,MA,2115,"(42.348110000, -71.087150000)"
CAL-132215,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Mary Her,NULL,Starbucks #872,Starbucks Co.,Mary Her,40,0,0,12:00 AM,1,Back Bay/South End,D-4,Radio,Radio,40,350,,  Newbury ST,Boston,MA,2115,"(42.348110000, -71.087150000)"
CAL-132217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Sullivan,NULL,Sullivan's Restaurant,"Sullivan's Restaurant, Inc.",Sullivan,88,0,0,1:00 AM,5,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,88,56,,  Union ST,Charlestown,MA,2129,"(42.373526000, -71.066473000)"
CAL-132217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Sullivan,NULL,Sullivan's Restaurant,"Sullivan's Restaurant, Inc.",Sullivan,88,360,0,1:00 AM,2,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,88,56,,  Union ST,Charlestown,MA,2129,"(42.373526000, -71.066473000)"
CAL-132217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Sullivan,NULL,Sullivan's Restaurant,"Sullivan's Restaurant, Inc.",Sullivan,88,800,88,1:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,88,56,,  Union ST,Charlestown,MA,2129,"(42.373526000, -71.066473000)"
CAL-132217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Sullivan,NULL,Sullivan's Restaurant,"Sullivan's Restaurant, Inc.",Sullivan,88,0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,88,56,,  Union ST,Charlestown,MA,2129,"(42.373526000, -71.066473000)"
CAL-132217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Sullivan,NULL,Sullivan's Restaurant,"Sullivan's Restaurant, Inc.",Sullivan,88,0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,88,56,,  Union ST,Charlestown,MA,2129,"(42.373526000, -71.066473000)"
CAL-132217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Sullivan,NULL,Sullivan's Restaurant,"Sullivan's Restaurant, Inc.",Sullivan,88,0,0,1:00 AM,3,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",88,56,,  Union ST,Charlestown,MA,2129,"(42.373526000, -71.066473000)"
CAL-132218,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Mary Her,NULL,Starbucks #870,Starbucks Co.,Mary Her,15,0,15,12:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,15,165,,  Newbury ST,Boston,MA,2116,"(42.350820000, -71.078870000)"
CAL-132218,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Mary Her,NULL,Starbucks #870,Starbucks Co.,Mary Her,15,0,0,12:00 AM,1,Back Bay/South End,D-4,Radio,Radio,15,165,,  Newbury ST,Boston,MA,2116,"(42.350820000, -71.078870000)"
CAL-132219,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,LISA BAKER,NULL,Starbucks Coffee #10599,Starbucks Corporation,LISA BAKER,19,0,19,11:00 PM,1,South Boston,C-6,CassetteCD,Cassette/CD Player,19,125,, Summer St,Boston,MA,2111,"(42.353033000, -71.057556000)"
CAL-132220,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Nobel Garcia,NULL,Oriental de Cuba,"El Oriental de Cuba, Inc.",Nobel Garcia,49,0,49,10:00 PM,1,Jamaica Plain,E-13,CassetteCD,Cassette/CD Player,49,416,, Centre St,Jamaica Plain,MA,2130,NULL
CAL-132220,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Nobel Garcia,NULL,Oriental de Cuba,"El Oriental de Cuba, Inc.",Nobel Garcia,49,0,0,10:00 PM,2,Jamaica Plain,E-13,WidescrnTV,Widescreen Television,49,416,, Centre St,Jamaica Plain,MA,2130,NULL
CAL-132221,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,LISA BAKER,NULL,Starbucks Coffee # 7201,Starbucks Corporation,LISA BAKER,14,0,14,6:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,14,211,,  Congress ST,Boston,MA,2110,"(42.354680000, -71.054940000)"
